=== 지오코딩 실패 항목 리스트 (주소 검색 기준) ===
시도 횟수: 8724건 / 성공: 1264건 / 실패: 7460건
--------------------------------------------------------------------------------
행 0 | 도로명: 서울특별시 은평구 증산로3길 20 | 지번: nan | 사유: 검색 결과 없음
행 5004 | 도로명: 서울특별시 종로구 종로46길21 | 지번: 서울특별시 종로구 창신동 444-2 | 사유: 검색 결과 없음
행 5005 | 도로명: 서울특별시 종로구 종로46길23 | 지번: 서울특별시 종로구 창신동 438-1 | 사유: 검색 결과 없음
행 5006 | 도로명: 서울특별시 종로구 종로46길33 | 지번: 서울특별시 종로구 창신동 438-14 | 사유: 검색 결과 없음
행 5007 | 도로명: 서울특별시 종로구 종로46길4 | 지번: 서울특별시 종로구 창신동 700-10 | 사유: 검색 결과 없음
행 5008 | 도로명: 서울특별시 종로구 종로46길7 | 지번: 서울특별시 종로구 창신동 463-2 | 사유: 검색 결과 없음
행 5009 | 도로명: 서울특별시 종로구 종로46길9 | 지번: 서울특별시 종로구 창신동 463-2 | 사유: 검색 결과 없음
행 5010 | 도로명: 서울특별시 종로구 종로48길12 | 지번: 서울특별시 종로구 창신동 460-1 | 사유: 검색 결과 없음
행 5011 | 도로명: 서울특별시 종로구 종로48길12 | 지번: 서울특별시 종로구 창신동 700-10 | 사유: 검색 결과 없음
행 5012 | 도로명: 서울특별시 종로구 종로48길12 | 지번: 서울특별시 종로구 창신동 700-10 | 사유: 검색 결과 없음
행 5013 | 도로명: 서울특별시 종로구 종로48길12 | 지번: 서울특별시 종로구 창신동 700-10 | 사유: 검색 결과 없음
행 5014 | 도로명: 서울특별시 종로구 종로48길15-4 | 지번: 서울특별시 종로구 창신동 700-10 | 사유: 검색 결과 없음
행 5015 | 도로명: 서울특별시 종로구 종로48길15-4 | 지번: 서울특별시 종로구 창신동 700-10 | 사유: 검색 결과 없음
행 5016 | 도로명: 서울특별시 종로구 종로48길15-6 | 지번: 서울특별시 종로구 창신동 459-2 | 사유: 검색 결과 없음
행 5017 | 도로명: 서울특별시 종로구 종로48길15-8 | 지번: 서울특별시 종로구 창신동 459-13 | 사유: 검색 결과 없음
행 5018 | 도로명: 서울특별시 종로구 종로48길15-9 | 지번: 서울특별시 종로구 창신동 522-1 | 사유: 검색 결과 없음
행 5019 | 도로명: 서울특별시 종로구 종로48길26 | 지번: 서울특별시 종로구 창신동 460-3 | 사유: 검색 결과 없음
행 5020 | 도로명: 서울특별시 종로구 종로48길26-1 | 지번: 서울특별시 종로구 창신동 450-1 | 사유: 검색 결과 없음
행 5021 | 도로명: 서울특별시 종로구 종로48길31 | 지번: 서울특별시 종로구 창신동 459-35 | 사유: 검색 결과 없음
행 5022 | 도로명: 서울특별시 종로구 종로48길32 | 지번: 서울특별시 종로구 창신동 459-31 | 사유: 검색 결과 없음
행 5023 | 도로명: 서울특별시 종로구 종로48길32-2 | 지번: 서울특별시 종로구 창신동 450-1 | 사유: 검색 결과 없음
행 5024 | 도로명: 서울특별시 종로구 종로48길33 | 지번: 서울특별시 종로구 창신동 459-34 | 사유: 검색 결과 없음
행 5025 | 도로명: 서울특별시 종로구 종로48길36 | 지번: 서울특별시 종로구 창신동 459-31 | 사유: 검색 결과 없음
행 5026 | 도로명: 서울특별시 종로구 종로48길4 | 지번: 서울특별시 종로구 창신동 464-8 | 사유: 검색 결과 없음
행 5027 | 도로명: 서울특별시 종로구 종로48길8-3 | 지번: 서울특별시 종로구 창신동 464-11 | 사유: 검색 결과 없음
행 5028 | 도로명: 서울특별시 종로구 종로50가길11 | 지번: 서울특별시 종로구 창신동 430-34 | 사유: 검색 결과 없음
행 5029 | 도로명: 서울특별시 종로구 종로50가길14 | 지번: 서울특별시 종로구 창신동 435-10 | 사유: 검색 결과 없음
행 5030 | 도로명: 서울특별시 종로구 종로50가길16-2 | 지번: 서울특별시 종로구 창신동 436-40 | 사유: 검색 결과 없음
행 5031 | 도로명: 서울특별시 종로구 종로50가길21 | 지번: 서울특별시 종로구 창신동 436-40 | 사유: 검색 결과 없음
행 5032 | 도로명: 서울특별시 종로구 종로50가길22 | 지번: 서울특별시 종로구 창신동 436-40 | 사유: 검색 결과 없음
행 5033 | 도로명: 서울특별시 종로구 종로50가길3 | 지번: 서울특별시 종로구 창신동 430-77 | 사유: 검색 결과 없음
행 5034 | 도로명: 서울특별시 종로구 종로50가길9 | 지번: 서울특별시 종로구 창신동 430-75 | 사유: 검색 결과 없음
행 5035 | 도로명: 서울특별시 종로구 종로50길29 | 지번: 서울특별시 종로구 창신동 436 | 사유: 검색 결과 없음
행 5036 | 도로명: 서울특별시 종로구 종로50길34 | 지번: 서울특별시 종로구 창신동 430-20 | 사유: 검색 결과 없음
행 5037 | 도로명: 서울특별시 종로구 종로50길35 | 지번: 서울특별시 종로구 창신동 427-16 | 사유: 검색 결과 없음
행 5038 | 도로명: 서울특별시 종로구 종로50길37 | 지번: 서울특별시 종로구 창신동 436-66 | 사유: 검색 결과 없음
행 5039 | 도로명: 서울특별시 종로구 종로50길38-4 | 지번: 서울특별시 종로구 창신동 430-26 | 사유: 검색 결과 없음
행 5040 | 도로명: 서울특별시 종로구 종로50길38-5 | 지번: 서울특별시 종로구 창신동 430-28 | 사유: 검색 결과 없음
행 5041 | 도로명: 서울특별시 종로구 종로50길38-8 | 지번: 서울특별시 종로구 창신동 430-24 | 사유: 검색 결과 없음
행 5042 | 도로명: 서울특별시 종로구 종로50길5-3 | 지번: 서울특별시 종로구 창신동 524-6 | 사유: 검색 결과 없음
행 5043 | 도로명: 서울특별시 종로구 종로50길5-7 | 지번: 서울특별시 종로구 창신동 457-33 | 사유: 검색 결과 없음
행 5044 | 도로명: 서울특별시 종로구 종로50길5-7 | 지번: 서울특별시 종로구 창신동 457-33 | 사유: 검색 결과 없음
행 5045 | 도로명: 서울특별시 종로구 종로50길5-7 | 지번: 서울특별시 종로구 창신동 390-9 | 사유: 검색 결과 없음
행 5046 | 도로명: 서울특별시 종로구 종로50길5 | 지번: 서울특별시 종로구 창신동 524-8 | 사유: 검색 결과 없음
행 5047 | 도로명: 서울특별시 종로구 종로50길5 | 지번: 서울특별시 종로구 창신동 524-8 | 사유: 검색 결과 없음
행 5048 | 도로명: 서울특별시 종로구 종로50길9 | 지번: 서울특별시 종로구 창신동 458-4 | 사유: 검색 결과 없음
행 5049 | 도로명: 서울특별시 종로구 종로50길9 | 지번: 서울특별시 종로구 창신동 390-9 | 사유: 검색 결과 없음
행 5050 | 도로명: 서울특별시 종로구 종로50나길1 | 지번: 서울특별시 종로구 창신동 427-3 | 사유: 검색 결과 없음
행 5051 | 도로명: 서울특별시 종로구 종로50나길11 | 지번: 서울특별시 종로구 창신동 422-26 | 사유: 검색 결과 없음
행 5052 | 도로명: 서울특별시 종로구 종로50나길13 | 지번: 서울특별시 종로구 창신동 422-16 | 사유: 검색 결과 없음
행 5053 | 도로명: 서울특별시 종로구 종로50나길17 | 지번: 서울특별시 종로구 창신동 422-21 | 사유: 검색 결과 없음
행 5054 | 도로명: 서울특별시 종로구 종로50나길21 | 지번: 서울특별시 종로구 창신동 422-16 | 사유: 검색 결과 없음
행 5055 | 도로명: 서울특별시 종로구 종로50나길7 | 지번: 서울특별시 종로구 창신동 425-4 | 사유: 검색 결과 없음
행 5056 | 도로명: 서울특별시 종로구 종로50나길8-1 | 지번: 서울특별시 종로구 창신동 425-2 | 사유: 검색 결과 없음
행 5057 | 도로명: 서울특별시 종로구 종로50다길20 | 지번: 서울특별시 종로구 창신동 436-1 | 사유: 검색 결과 없음
행 5058 | 도로명: 서울특별시 종로구 종로50다길20 | 지번: 서울특별시 종로구 창신동 436-2 | 사유: 검색 결과 없음
행 5059 | 도로명: 서울특별시 종로구 종로50다길40-4 | 지번: 서울특별시 종로구 창신동 438-13 | 사유: 검색 결과 없음
행 5060 | 도로명: 서울특별시 종로구 종로50라길3 | 지번: 서울특별시 종로구 창신동 425-39 | 사유: 검색 결과 없음
행 5061 | 도로명: 서울특별시 종로구 종로50라길33 | 지번: 서울특별시 종로구 창신동 410-1 | 사유: 검색 결과 없음
행 5062 | 도로명: 서울특별시 종로구 종로50라길37 | 지번: 서울특별시 종로구 창신동 403-16 | 사유: 검색 결과 없음
행 5063 | 도로명: 서울특별시 종로구 종로50라길41-3 | 지번: 서울특별시 종로구 창신동 403-19 | 사유: 검색 결과 없음
행 5064 | 도로명: 서울특별시 종로구 종로50라길41-8 | 지번: 서울특별시 종로구 창신동 408-5 | 사유: 검색 결과 없음
행 5065 | 도로명: 서울특별시 종로구 종로50라길7-1 | 지번: 서울특별시 종로구 창신동 425-39 | 사유: 검색 결과 없음
행 5066 | 도로명: 서울특별시 종로구 종로50라길7-1 | 지번: 서울특별시 종로구 창신동 425-38 | 사유: 검색 결과 없음
행 5067 | 도로명: 서울특별시 종로구 종로51가길10-12 | 지번: 서울특별시 종로구 창신동 143-28 | 사유: 검색 결과 없음
행 5068 | 도로명: 서울특별시 종로구 종로51가길10-20 | 지번: 서울특별시 종로구 창신동 143-7 | 사유: 검색 결과 없음
행 5069 | 도로명: 서울특별시 종로구 종로51가길13 | 지번: 서울특별시 종로구 창신동 143-6 | 사유: 검색 결과 없음
행 5070 | 도로명: 서울특별시 종로구 종로51가길14 | 지번: 서울특별시 종로구 창신동 143-8 | 사유: 검색 결과 없음
행 5071 | 도로명: 서울특별시 종로구 종로51가길16-1 | 지번: 서울특별시 종로구 창신동 143-6 | 사유: 검색 결과 없음
행 5072 | 도로명: 서울특별시 종로구 종로51가길16-25 | 지번: 서울특별시 종로구 창신동 195-20 | 사유: 검색 결과 없음
행 5073 | 도로명: 서울특별시 종로구 종로51가길16-3 | 지번: 서울특별시 종로구 창신동 143-2 | 사유: 검색 결과 없음
행 5074 | 도로명: 서울특별시 종로구 종로51가길16-35 | 지번: 서울특별시 종로구 창신동 195-15 | 사유: 검색 결과 없음
행 5075 | 도로명: 서울특별시 종로구 종로51가길17 | 지번: 서울특별시 종로구 창신동 141-4 | 사유: 검색 결과 없음
행 5076 | 도로명: 서울특별시 종로구 종로51가길2 | 지번: 서울특별시 종로구 창신동 143-14 | 사유: 검색 결과 없음
행 5077 | 도로명: 서울특별시 종로구 종로51가길2-1 | 지번: 서울특별시 종로구 창신동 148-1 | 사유: 검색 결과 없음
행 5078 | 도로명: 서울특별시 종로구 종로51가길2-1 | 지번: 서울특별시 종로구 창신동 141-4 | 사유: 검색 결과 없음
행 5079 | 도로명: 서울특별시 종로구 종로51가길26 | 지번: 서울특별시 종로구 창신동 143-24 | 사유: 검색 결과 없음
행 5080 | 도로명: 서울특별시 종로구 종로51가길26 | 지번: 서울특별시 종로구 창신동 141-4 | 사유: 검색 결과 없음
행 5081 | 도로명: 서울특별시 종로구 종로51가길26 | 지번: 서울특별시 종로구 창신동 141-4 | 사유: 검색 결과 없음
행 5082 | 도로명: 서울특별시 종로구 종로51가길36-2 | 지번: 서울특별시 종로구 창신동 140-9 | 사유: 검색 결과 없음
행 5083 | 도로명: 서울특별시 종로구 종로51가길36-3 | 지번: 서울특별시 종로구 창신동 140-20 | 사유: 검색 결과 없음
행 5084 | 도로명: 서울특별시 종로구 종로51가길38-4 | 지번: 서울특별시 종로구 창신동 140-19 | 사유: 검색 결과 없음
행 5085 | 도로명: 서울특별시 종로구 종로51가길8 | 지번: 서울특별시 종로구 창신동 143-11 | 사유: 검색 결과 없음
행 5086 | 도로명: 서울특별시 종로구 종로51가길8 | 지번: 서울특별시 종로구 창신동 143-11 | 사유: 검색 결과 없음
행 5087 | 도로명: 서울특별시 종로구 종로51길16 | 지번: 서울특별시 종로구 창신동 142-34 | 사유: 검색 결과 없음
행 5088 | 도로명: 서울특별시 종로구 종로51길18 | 지번: 서울특별시 종로구 창신동 142-33 | 사유: 검색 결과 없음
행 5089 | 도로명: 서울특별시 종로구 종로51길20 | 지번: 서울특별시 종로구 창신동 142-32 | 사유: 검색 결과 없음
행 5090 | 도로명: 서울특별시 종로구 종로51길26 | 지번: 서울특별시 종로구 창신동 142-28 | 사유: 검색 결과 없음
행 5091 | 도로명: 서울특별시 종로구 종로51길26 | 지번: 서울특별시 종로구 창신동 140-40 | 사유: 검색 결과 없음
행 5092 | 도로명: 서울특별시 종로구 종로51길30 | 지번: 서울특별시 종로구 창신동 142-2 | 사유: 검색 결과 없음
행 5093 | 도로명: 서울특별시 종로구 종로51길32-3 | 지번: 서울특별시 종로구 창신동 138-73 | 사유: 검색 결과 없음
행 5094 | 도로명: 서울특별시 종로구 종로51길32-5 | 지번: 서울특별시 종로구 창신동 138-18 | 사유: 검색 결과 없음
행 5095 | 도로명: 서울특별시 종로구 종로51길32 | 지번: 서울특별시 종로구 창신동 138-74 | 사유: 검색 결과 없음
행 5096 | 도로명: 서울특별시 종로구 종로51길32 | 지번: 서울특별시 종로구 창신동 138-74 | 사유: 검색 결과 없음
행 5097 | 도로명: 서울특별시 종로구 종로51길36-2 | 지번: 서울특별시 종로구 창신동 138-27 | 사유: 검색 결과 없음
행 5098 | 도로명: 서울특별시 종로구 종로51길36-5 | 지번: 서울특별시 종로구 창신동 138-20 | 사유: 검색 결과 없음
행 5099 | 도로명: 서울특별시 종로구 종로51길4 | 지번: 서울특별시 종로구 창신동 151-3 | 사유: 검색 결과 없음
행 5100 | 도로명: 서울특별시 종로구 종로51길4 | 지번: 서울특별시 종로구 창신동 141-4 | 사유: 검색 결과 없음
행 5101 | 도로명: 서울특별시 종로구 종로51나길12 | 지번: 서울특별시 종로구 창신동 142-17 | 사유: 검색 결과 없음
행 5102 | 도로명: 서울특별시 종로구 종로51나길20 | 지번: 서울특별시 종로구 창신동 142-8 | 사유: 검색 결과 없음
행 5103 | 도로명: 서울특별시 종로구 종로51나길22 | 지번: 서울특별시 종로구 창신동 142-5 | 사유: 검색 결과 없음
행 5104 | 도로명: 서울특별시 종로구 종로51나길23 | 지번: 서울특별시 종로구 창신동 142-27 | 사유: 검색 결과 없음
행 5105 | 도로명: 서울특별시 종로구 종로51나길23 | 지번: 서울특별시 종로구 창신동 142-34 | 사유: 검색 결과 없음
행 5106 | 도로명: 서울특별시 종로구 종로51나길24 | 지번: 서울특별시 종로구 창신동 142-4 | 사유: 검색 결과 없음
행 5107 | 도로명: 서울특별시 종로구 종로51나길6 | 지번: 서울특별시 종로구 창신동 141-4 | 사유: 검색 결과 없음
행 5108 | 도로명: 서울특별시 종로구 종로52길12 | 지번: 서울특별시 종로구 창신동 457-3 | 사유: 검색 결과 없음
행 5109 | 도로명: 서울특별시 종로구 종로52길12-3 | 지번: 서울특별시 종로구 창신동 457-58 | 사유: 검색 결과 없음
행 5110 | 도로명: 서울특별시 종로구 종로52길15 | 지번: 서울특별시 종로구 창신동 388 | 사유: 검색 결과 없음
행 5111 | 도로명: 서울특별시 종로구 종로52길16 | 지번: 서울특별시 종로구 창신동 390-9 | 사유: 검색 결과 없음
행 5112 | 도로명: 서울특별시 종로구 종로52길18-1 | 지번: 서울특별시 종로구 창신동 455 | 사유: 검색 결과 없음
행 5113 | 도로명: 서울특별시 종로구 종로52길18-1 | 지번: 서울특별시 종로구 창신동 390-9 | 사유: 검색 결과 없음
행 5114 | 도로명: 서울특별시 종로구 종로52길19 | 지번: 서울특별시 종로구 창신동 455-1 | 사유: 검색 결과 없음
행 5115 | 도로명: 서울특별시 종로구 종로52길20-11 | 지번: 서울특별시 종로구 창신동 416-2 | 사유: 검색 결과 없음
행 5116 | 도로명: 서울특별시 종로구 종로52길20-11 | 지번: 서울특별시 종로구 창신동 455-6 | 사유: 검색 결과 없음
행 5117 | 도로명: 서울특별시 종로구 종로52길22 | 지번: 서울특별시 종로구 창신동 390-9 | 사유: 검색 결과 없음
행 5118 | 도로명: 서울특별시 종로구 종로52길3 | 지번: 서울특별시 종로구 창신동 373 | 사유: 검색 결과 없음
행 5119 | 도로명: 서울특별시 종로구 종로52길30 | 지번: 서울특별시 종로구 창신동 390-9 | 사유: 검색 결과 없음
행 5120 | 도로명: 서울특별시 종로구 종로52길31 | 지번: 서울특별시 종로구 창신동 330-40 | 사유: 검색 결과 없음
행 5121 | 도로명: 서울특별시 종로구 종로52길35 | 지번: 서울특별시 종로구 창신동 330-39 | 사유: 검색 결과 없음
행 5122 | 도로명: 서울특별시 종로구 종로52길35-8 | 지번: 서울특별시 종로구 창신동 330-34 | 사유: 검색 결과 없음
행 5123 | 도로명: 서울특별시 종로구 종로52길38 | 지번: 서울특별시 종로구 창신동 390-9 | 사유: 검색 결과 없음
행 5124 | 도로명: 서울특별시 종로구 종로52길4 | 지번: 서울특별시 종로구 창신동 390-9 | 사유: 검색 결과 없음
행 5125 | 도로명: 서울특별시 종로구 종로52길40 | 지번: 서울특별시 종로구 창신동 390-9 | 사유: 검색 결과 없음
행 5126 | 도로명: 서울특별시 종로구 종로52길42 | 지번: 서울특별시 종로구 창신동 391-2 | 사유: 검색 결과 없음
행 5127 | 도로명: 서울특별시 종로구 종로52길43-17 | 지번: 서울특별시 종로구 창신동 330-57 | 사유: 검색 결과 없음
행 5128 | 도로명: 서울특별시 종로구 종로52길43-27 | 지번: 서울특별시 종로구 창신동 328-18 | 사유: 검색 결과 없음
행 5129 | 도로명: 서울특별시 종로구 종로52길43-5 | 지번: 서울특별시 종로구 창신동 328-18 | 사유: 검색 결과 없음
행 5130 | 도로명: 서울특별시 종로구 종로52길43-5 | 지번: 서울특별시 종로구 창신동 328-18 | 사유: 검색 결과 없음
행 5131 | 도로명: 서울특별시 종로구 종로52길43-7 | 지번: 서울특별시 종로구 창신동 328-18 | 사유: 검색 결과 없음
행 5132 | 도로명: 서울특별시 종로구 종로52길43-9 | 지번: 서울특별시 종로구 창신동 328-18 | 사유: 검색 결과 없음
행 5133 | 도로명: 서울특별시 종로구 종로52길43-9 | 지번: 서울특별시 종로구 창신동 330-49 | 사유: 검색 결과 없음
행 5134 | 도로명: 서울특별시 종로구 종로52길44 | 지번: 서울특별시 종로구 창신동 391-1 | 사유: 검색 결과 없음
행 5135 | 도로명: 서울특별시 종로구 종로52길44 | 지번: 서울특별시 종로구 창신동 328-18 | 사유: 검색 결과 없음
행 5136 | 도로명: 서울특별시 종로구 종로52길5 | 지번: 서울특별시 종로구 창신동 455-3 | 사유: 검색 결과 없음
행 5137 | 도로명: 서울특별시 종로구 종로52길5 | 지번: 서울특별시 종로구 창신동 455-3 | 사유: 검색 결과 없음
행 5138 | 도로명: 서울특별시 종로구 종로52길50-2 | 지번: 서울특별시 종로구 창신동 328-32 | 사유: 검색 결과 없음
행 5139 | 도로명: 서울특별시 종로구 종로52길50-2 | 지번: 서울특별시 종로구 창신동 392-3 | 사유: 검색 결과 없음
행 5140 | 도로명: 서울특별시 종로구 종로52길6 | 지번: 서울특별시 종로구 창신동 390-9 | 사유: 검색 결과 없음
행 5141 | 도로명: 서울특별시 종로구 종로53길12-8 | 지번: 서울특별시 종로구 창신동 197-5 | 사유: 검색 결과 없음
행 5142 | 도로명: 서울특별시 종로구 종로53길13 | 지번: 서울특별시 종로구 창신동 197-5 | 사유: 검색 결과 없음
행 5143 | 도로명: 서울특별시 종로구 종로53길13 | 지번: 서울특별시 종로구 창신동 197-8 | 사유: 검색 결과 없음
행 5144 | 도로명: 서울특별시 종로구 종로53길15 | 지번: 서울특별시 종로구 창신동 197-5 | 사유: 검색 결과 없음
행 5145 | 도로명: 서울특별시 종로구 종로53길21-5 | 지번: 서울특별시 종로구 창신동 197-5 | 사유: 검색 결과 없음
행 5146 | 도로명: 서울특별시 종로구 종로53길21-5 | 지번: 서울특별시 종로구 창신동 197-14 | 사유: 검색 결과 없음
행 5147 | 도로명: 서울특별시 종로구 종로53길22-2 | 지번: 서울특별시 종로구 창신동 197-28 | 사유: 검색 결과 없음
행 5148 | 도로명: 서울특별시 종로구 종로53길22-4 | 지번: 서울특별시 종로구 창신동 197-5 | 사유: 검색 결과 없음
행 5149 | 도로명: 서울특별시 종로구 종로53길24 | 지번: 서울특별시 종로구 창신동 197-5 | 사유: 검색 결과 없음
행 5150 | 도로명: 서울특별시 종로구 종로53길27 | 지번: 서울특별시 종로구 창신동 197-5 | 사유: 검색 결과 없음
행 5151 | 도로명: 서울특별시 종로구 종로53길29 | 지번: 서울특별시 종로구 창신동 197-5 | 사유: 검색 결과 없음
행 5152 | 도로명: 서울특별시 종로구 종로53길3 | 지번: 서울특별시 종로구 창신동 176-1 | 사유: 검색 결과 없음
행 5153 | 도로명: 서울특별시 종로구 종로53길35 | 지번: 서울특별시 종로구 창신동 138-115 | 사유: 검색 결과 없음
행 5154 | 도로명: 서울특별시 종로구 종로53길35 | 지번: 서울특별시 종로구 창신동 138-115 | 사유: 검색 결과 없음
행 5155 | 도로명: 서울특별시 종로구 종로53길7-1 | 지번: 서울특별시 종로구 창신동 176-1 | 사유: 검색 결과 없음
행 5156 | 도로명: 서울특별시 종로구 종로53길7-13 | 지번: 서울특별시 종로구 창신동 197-5 | 사유: 검색 결과 없음
행 5157 | 도로명: 서울특별시 종로구 종로53길7-9 | 지번: 서울특별시 종로구 창신동 197-5 | 사유: 검색 결과 없음
행 5158 | 도로명: 서울특별시 종로구 종로54길14 | 지번: 서울특별시 종로구 창신동 330-89 | 사유: 검색 결과 없음
행 5159 | 도로명: 서울특별시 종로구 종로54길15 | 지번: 서울특별시 종로구 창신동 330-29 | 사유: 검색 결과 없음
행 5160 | 도로명: 서울특별시 종로구 종로54길17-10 | 지번: 서울특별시 종로구 창신동 330-53 | 사유: 검색 결과 없음
행 5161 | 도로명: 서울특별시 종로구 종로54길17-3 | 지번: 서울특별시 종로구 창신동 330-28 | 사유: 검색 결과 없음
행 5162 | 도로명: 서울특별시 종로구 종로54길19 | 지번: 서울특별시 종로구 창신동 330-89 | 사유: 검색 결과 없음
행 5163 | 도로명: 서울특별시 종로구 종로54길24 | 지번: 서울특별시 종로구 창신동 390-9 | 사유: 검색 결과 없음
행 5164 | 도로명: 서울특별시 종로구 종로54길26-3 | 지번: 서울특별시 종로구 창신동 390-9 | 사유: 검색 결과 없음
행 5165 | 도로명: 서울특별시 종로구 종로54길26-8 | 지번: 서울특별시 종로구 창신동 390-9 | 사유: 검색 결과 없음
행 5166 | 도로명: 서울특별시 종로구 종로54길28 | 지번: 서울특별시 종로구 창신동 390-28 | 사유: 검색 결과 없음
행 5167 | 도로명: 서울특별시 종로구 종로54길29-4 | 지번: 서울특별시 종로구 창신동 390-37 | 사유: 검색 결과 없음
행 5168 | 도로명: 서울특별시 종로구 종로54길29-4 | 지번: 서울특별시 종로구 창신동 390-37 | 사유: 검색 결과 없음
행 5169 | 도로명: 서울특별시 종로구 종로54길29-7 | 지번: 서울특별시 종로구 창신동 455-6 | 사유: 검색 결과 없음
행 5170 | 도로명: 서울특별시 종로구 종로54길30 | 지번: 서울특별시 종로구 창신동 406-9 | 사유: 검색 결과 없음
행 5171 | 도로명: 서울특별시 종로구 종로54길39 | 지번: 서울특별시 종로구 창신동 412-5 | 사유: 검색 결과 없음
행 5172 | 도로명: 서울특별시 종로구 종로54길39 | 지번: 서울특별시 종로구 창신동 411-4 | 사유: 검색 결과 없음
행 5173 | 도로명: 서울특별시 종로구 종로54길45 | 지번: 서울특별시 종로구 창신동 411-2 | 사유: 검색 결과 없음
행 5174 | 도로명: 서울특별시 종로구 종로54길45-9 | 지번: 서울특별시 종로구 창신동 408-3 | 사유: 검색 결과 없음
행 5175 | 도로명: 서울특별시 종로구 종로54길45 | 지번: 서울특별시 종로구 창신동 410-5 | 사유: 검색 결과 없음
행 5176 | 도로명: 서울특별시 종로구 종로54길5 | 지번: 서울특별시 종로구 창신동 330-5 | 사유: 검색 결과 없음
행 5177 | 도로명: 서울특별시 종로구 종로54길6 | 지번: 서울특별시 종로구 창신동 330-69 | 사유: 검색 결과 없음
행 5178 | 도로명: 서울특별시 종로구 종로54길8 | 지번: 서울특별시 종로구 창신동 340-1 | 사유: 검색 결과 없음
행 5179 | 도로명: 서울특별시 종로구 종로54길9 | 지번: 서울특별시 종로구 창신동 330-50 | 사유: 검색 결과 없음
행 5180 | 도로명: 서울특별시 종로구 종로54길9-10 | 지번: 서울특별시 종로구 창신동 329-18 | 사유: 검색 결과 없음
행 5181 | 도로명: 서울특별시 종로구 종로54길9-13 | 지번: 서울특별시 종로구 창신동 330-60 | 사유: 검색 결과 없음
행 5182 | 도로명: 서울특별시 종로구 종로54길9-15 | 지번: 서울특별시 종로구 창신동 329-16 | 사유: 검색 결과 없음
행 5183 | 도로명: 서울특별시 종로구 종로54길9-21 | 지번: 서울특별시 종로구 창신동 330-95 | 사유: 검색 결과 없음
행 5184 | 도로명: 서울특별시 종로구 종로54길9-21 | 지번: 서울특별시 종로구 창신동 330-95 | 사유: 검색 결과 없음
행 5185 | 도로명: 서울특별시 종로구 지봉로25 | 지번: 서울특별시 종로구 창신동 328-17 | 사유: 검색 결과 없음
행 5186 | 도로명: 서울특별시 종로구 지봉로25 | 지번: 서울특별시 종로구 창신동 328-17 | 사유: 검색 결과 없음
행 5187 | 도로명: 서울특별시 종로구 지봉로25 | 지번: 서울특별시 종로구 창신동 328-17 | 사유: 검색 결과 없음
행 5188 | 도로명: 서울특별시 종로구 지봉로2길1 | 지번: 서울특별시 종로구 창신동 401-6 | 사유: 검색 결과 없음
행 5189 | 도로명: 서울특별시 종로구 지봉로2길19 | 지번: 서울특별시 종로구 창신동 398-2 | 사유: 검색 결과 없음
행 5190 | 도로명: 서울특별시 종로구 지봉로2길19 | 지번: 서울특별시 종로구 창신동 399-3 | 사유: 검색 결과 없음
행 5191 | 도로명: 서울특별시 종로구 지봉로2길3 | 지번: 서울특별시 종로구 창신동 400-3 | 사유: 검색 결과 없음
행 5192 | 도로명: 서울특별시 종로구 지봉로2길3 | 지번: 서울특별시 종로구 창신동 400-3 | 사유: 검색 결과 없음
행 5193 | 도로명: 서울특별시 종로구 지봉로2길5 | 지번: 서울특별시 종로구 창신동 401-34 | 사유: 검색 결과 없음
행 5194 | 도로명: 서울특별시 종로구 지봉로37-35 | 지번: 서울특별시 종로구 창신동 74-11 | 사유: 검색 결과 없음
행 5195 | 도로명: 서울특별시 종로구 지봉로37-5 | 지번: 서울특별시 종로구 창신동 263-1 | 사유: 검색 결과 없음
행 5196 | 도로명: 서울특별시 종로구 지봉로41 | 지번: 서울특별시 종로구 창신동 261 | 사유: 검색 결과 없음
행 5197 | 도로명: 서울특별시 종로구 지봉로4가길1 | 지번: 서울특별시 종로구 창신동 397-6 | 사유: 검색 결과 없음
행 5198 | 도로명: 서울특별시 종로구 지봉로4가길11 | 지번: 서울특별시 종로구 창신동 401-33 | 사유: 검색 결과 없음
행 5199 | 도로명: 서울특별시 종로구 지봉로4가길17 | 지번: 서울특별시 종로구 창신동 401-32 | 사유: 검색 결과 없음
행 5200 | 도로명: 서울특별시 종로구 지봉로4가길19-5 | 지번: 서울특별시 종로구 창신동 401-29 | 사유: 검색 결과 없음
행 5201 | 도로명: 서울특별시 종로구 지봉로4가길23 | 지번: 서울특별시 종로구 창신동 401-18 | 사유: 검색 결과 없음
행 5202 | 도로명: 서울특별시 종로구 지봉로4가길3 | 지번: 서울특별시 종로구 창신동 395-5 | 사유: 검색 결과 없음
행 5203 | 도로명: 서울특별시 종로구 지봉로4길30-14 | 지번: 서울특별시 종로구 창신동 397-4 | 사유: 검색 결과 없음
행 5204 | 도로명: 서울특별시 종로구 지봉로4길30-18 | 지번: 서울특별시 종로구 창신동 397-4 | 사유: 검색 결과 없음
행 5205 | 도로명: 서울특별시 종로구 지봉로4길30-2 | 지번: 서울특별시 종로구 창신동 396-1 | 사유: 검색 결과 없음
행 5206 | 도로명: 서울특별시 종로구 지봉로4길8 | 지번: 서울특별시 종로구 창신동 395-31 | 사유: 검색 결과 없음
